x-axis,1,3,4,F1
second,Volt,Volt,Volt,Volt
-2.700000E-03,-101.162121E-03,-2.045619E-03,+1.278596E-03,-3.320007E-03
-2.698000E-03,-100.219910E-03,-1.997723E-03,+1.309218E-03,-3.302307E-03
-2.696000E-03,-100.219910E-03,-2.044048E-03,+1.305292E-03,-3.345032E-03
-2.694000E-03,-100.219910E-03,-2.014212E-03,+1.343766E-03,-3.354187E-03
-2.692000E-03,-99.905840E-03,-2.004789E-03,+1.350047E-03,-3.350525E-03
-2.690000E-03,-99.905840E-03,-2.046404E-03,+1.317070E-03,-3.359070E-03
-2.688000E-03,-99.591770E-03,-2.055826E-03,+1.226775E-03,-3.278503E-03
-2.686000E-03,-99.277699E-03,-1.971812E-03,+1.200079E-03,-3.168030E-03
-2.684000E-03,-99.591770E-03,-1.956894E-03,+1.326492E-03,-3.279114E-03
-2.682000E-03,-99.277699E-03,-2.048759E-03,+1.321781E-03,-3.366394E-03
-2.680000E-03,-99.277699E-03,-2.004004E-03,+1.335129E-03,-3.334656E-03
-2.678000E-03,-100.533981E-03,-2.036982E-03,+1.319425E-03,-3.352356E-03
-2.676000E-03,-100.219910E-03,-2.102936E-03,+1.386950E-03,-3.486023E-03
-2.674000E-03,-100.219910E-03,-2.004789E-03,+1.331988E-03,-3.332214E-03
-2.672000E-03,-99.277699E-03,-1.924701E-03,+1.358684E-03,-3.279114E-03
-2.670000E-03,-100.219910E-03,-1.993012E-03,+1.307648E-03,-3.296814E-03
-2.668000E-03,-99.905840E-03,-1.901931E-03,+1.204004E-03,-3.102722E-03
-2.666000E-03,-99.905840E-03,-2.004004E-03,+1.351617E-03,-3.351135E-03
-2.664000E-03,-99.591770E-03,-2.095870E-03,+1.325707E-03,-3.417053E-03
-2.662000E-03,-99.905840E-03,-2.047189E-03,+1.359469E-03,-3.403015E-03
-2.660000E-03,-99.591770E-03,-2.036982E-03,+1.324136E-03,-3.356628E-03
-2.658000E-03,-100.219910E-03,-1.949042E-03,+1.361040E-03,-3.305359E-03
-2.656000E-03,-99.591770E-03,-2.040122E-03,+1.350832E-03,-3.386536E-03
-2.654000E-03,-99.905840E-03,-2.011856E-03,+1.276241E-03,-3.284607E-03
-2.652000E-03,-99.591770E-03,-2.029130E-03,+1.311574E-03,-3.335876E-03
-2.650000E-03,-99.591770E-03,-2.007930E-03,+1.304507E-03,-3.308411E-03
-2.648000E-03,-99.591770E-03,-2.069959E-03,+1.385380E-03,-3.451233E-03
-2.646000E-03,-100.219910E-03,-1.989871E-03,+1.341410E-03,-3.327331E-03
-2.644000E-03,-99.591770E-03,-2.023634E-03,+1.342981E-03,-3.362732E-03
-2.642000E-03,-99.277699E-03,-1.993012E-03,+1.332773E-03,-3.321838E-03
-2.640000E-03,-99.591770E-03,-1.961605E-03,+1.295870E-03,-3.254089E-03
-2.638000E-03,-99.905840E-03,-1.978093E-03,+1.295870E-03,-3.270569E-03
-2.636000E-03,-100.219910E-03,-2.086448E-03,+1.280952E-03,-3.362732E-03
-2.634000E-03,-100.219910E-03,-2.026774E-03,+1.283307E-03,-3.305969E-03
-2.632000E-03,-99.277699E-03,-2.069174E-03,+1.321781E-03,-3.387146E-03
-2.630000E-03,-99.591770E-03,-2.081737E-03,+1.328847E-03,-3.406677E-03
-2.628000E-03,-98.963629E-03,-2.066818E-03,+1.252685E-03,-3.315735E-03
-2.626000E-03,-99.591770E-03,-1.973382E-03,+1.328847E-03,-3.298645E-03
-2.624000E-03,-99.591770E-03,-2.007145E-03,+1.310788E-03,-3.313904E-03
-2.622000E-03,-99.277699E-03,-1.967101E-03,+1.279381E-03,-3.241882E-03
-2.620000E-03,-99.277699E-03,-2.004789E-03,+1.287233E-03,-3.288269E-03
-2.618000E-03,-99.277699E-03,-2.024419E-03,+1.305292E-03,-3.325500E-03
-2.616000E-03,-99.277699E-03,-2.131203E-03,+1.454476E-03,-3.581238E-03
-2.614000E-03,-98.649559E-03,-2.062892E-03,+1.320210E-03,-3.379211E-03
-2.612000E-03,-98.963629E-03,-1.998508E-03,+1.335129E-03,-3.329163E-03
-2.610000E-03,-99.905840E-03,-2.047189E-03,+1.350832E-03,-3.393860E-03
-2.608000E-03,-99.277699E-03,-2.051115E-03,+1.350047E-03,-3.396912E-03
-2.606000E-03,-99.591770E-03,-2.058181E-03,+1.336699E-03,-3.390808E-03
-2.604000E-03,-99.591770E-03,-2.055041E-03,+1.361825E-03,-3.412170E-03
-2.602000E-03,-99.591770E-03,-2.058181E-03,+1.337484E-03,-3.392029E-03
-2.600000E-03,-99.277699E-03,-2.110788E-03,+1.341410E-03,-3.448181E-03
-2.598000E-03,-99.591770E-03,-2.049544E-03,+1.328847E-03,-3.374329E-03
-2.596000E-03,-98.649559E-03,-2.059752E-03,+1.270744E-03,-3.326721E-03
-2.594000E-03,-99.277699E-03,-2.025204E-03,+1.284092E-03,-3.305359E-03
-2.592000E-03,-99.277699E-03,-2.061322E-03,+1.380669E-03,-3.437805E-03
-2.590000E-03,-99.905840E-03,-1.943546E-03,+1.279381E-03,-3.218689E-03
-2.588000E-03,-99.905840E-03,-2.036196E-03,+1.378313E-03,-3.410950E-03
-2.586000E-03,-99.591770E-03,-2.043263E-03,+1.298226E-03,-3.337097E-03
-2.584000E-03,-99.905840E-03,-2.090374E-03,+1.385380E-03,-3.470764E-03
-2.582000E-03,-99.277699E-03,-2.084092E-03,+1.338269E-03,-3.418274E-03
-2.580000E-03,-99.277699E-03,-1.987516E-03,+1.372817E-03,-3.355408E-03
-2.578000E-03,-99.905840E-03,-2.138269E-03,+1.287233E-03,-3.421326E-03
-2.576000E-03,-99.591770E-03,-2.056611E-03,+1.342195E-03,-3.394470E-03
-2.574000E-03,-98.963629E-03,-1.983590E-03,+1.313929E-03,-3.293152E-03
-2.572000E-03,-99.277699E-03,-2.000078E-03,+1.400298E-03,-3.395691E-03
-2.570000E-03,-99.905840E-03,-1.973382E-03,+1.316285E-03,-3.285828E-03
-2.568000E-03,-99.591770E-03,-2.065248E-03,+1.281737E-03,-3.342590E-03
-2.566000E-03,-99.591770E-03,-1.991441E-03,+1.365751E-03,-3.352966E-03
-2.564000E-03,-99.591770E-03,-1.995367E-03,+1.331988E-03,-3.322449E-03
-2.562000E-03,-99.591770E-03,-2.019708E-03,+1.313929E-03,-3.329163E-03
-2.560000E-03,-100.219910E-03,-2.073885E-03,+1.296655E-03,-3.366394E-03
-2.558000E-03,-98.963629E-03,-2.014997E-03,+1.309218E-03,-3.320618E-03
-2.556000E-03,-99.591770E-03,-2.040122E-03,+1.319425E-03,-3.355408E-03
-2.554000E-03,-100.219910E-03,-2.056611E-03,+1.330418E-03,-3.382873E-03
-2.552000E-03,-99.591770E-03,-2.113144E-03,+1.306077E-03,-3.414612E-03
-2.550000E-03,-99.591770E-03,-2.039337E-03,+1.287233E-03,-3.322449E-03
-2.548000E-03,-100.219910E-03,-2.057396E-03,+1.331988E-03,-3.384705E-03
-2.546000E-03,-100.219910E-03,-2.044833E-03,+1.342981E-03,-3.383484E-03
-2.544000E-03,-99.591770E-03,-2.064463E-03,+1.329633E-03,-3.389587E-03
-2.542000E-03,-99.591770E-03,-1.977308E-03,+1.354758E-03,-3.327942E-03
-2.540000E-03,-99.277699E-03,-2.065248E-03,+1.324136E-03,-3.385925E-03
-2.538000E-03,-99.591770E-03,-2.066818E-03,+1.279381E-03,-3.341980E-03
-2.536000E-03,-98.335488E-03,-1.974168E-03,+1.234626E-03,-3.205261E-03
-2.534000E-03,-99.277699E-03,-2.028345E-03,+1.400298E-03,-3.424377E-03
-2.532000E-03,-99.277699E-03,-2.080166E-03,+1.284092E-03,-3.359680E-03
-2.530000E-03,-99.277699E-03,-2.089588E-03,+1.312359E-03,-3.397522E-03
-2.528000E-03,-99.591770E-03,-1.993797E-03,+1.291159E-03,-3.280945E-03
-2.526000E-03,-99.277699E-03,-2.004789E-03,+1.351617E-03,-3.352356E-03
-2.524000E-03,-100.219910E-03,-2.051900E-03,+1.328062E-03,-3.375549E-03
-2.522000E-03,-99.905840E-03,-2.009500E-03,+1.277811E-03,-3.283997E-03
-2.520000E-03,-99.905840E-03,-1.978093E-03,+1.317070E-03,-3.291321E-03
-2.518000E-03,-100.219910E-03,-2.018923E-03,+1.288803E-03,-3.304138E-03
-2.516000E-03,-100.219910E-03,-2.001649E-03,+1.302937E-03,-3.301086E-03
-2.514000E-03,-100.219910E-03,-2.084092E-03,+1.316285E-03,-3.395691E-03
-2.512000E-03,-100.219910E-03,-2.063678E-03,+1.342195E-03,-3.401184E-03
-2.510000E-03,-99.905840E-03,-2.011856E-03,+1.344551E-03,-3.351746E-03
-2.508000E-03,-100.219910E-03,-2.008715E-03,+1.303722E-03,-3.308411E-03
-2.506000E-03,-99.905840E-03,-2.062107E-03,+1.287233E-03,-3.345032E-03
-2.504000E-03,-99.591770E-03,-2.054256E-03,+1.284092E-03,-3.334656E-03
-2.502000E-03,-100.219910E-03,-2.075455E-03,+1.229915E-03,-3.301697E-03
-2.500000E-03,-100.219910E-03,-2.026774E-03,+1.306077E-03,-3.329163E-03
-2.498000E-03,-99.591770E-03,-2.044048E-03,+1.379884E-03,-3.420105E-03
-2.496000E-03,-99.591770E-03,-1.916065E-03,+1.300581E-03,-3.212585E-03
-2.494000E-03,-99.905840E-03,-2.046404E-03,+1.345336E-03,-3.387756E-03
-2.492000E-03,-98.963629E-03,-2.067604E-03,+1.351617E-03,-3.414612E-03
-2.490000E-03,-98.649559E-03,-2.080166E-03,+1.367321E-03,-3.443298E-03
-2.488000E-03,-99.591770E-03,-2.056611E-03,+1.279381E-03,-3.331604E-03
-2.486000E-03,-100.533981E-03,-2.047974E-03,+1.284092E-03,-3.327331E-03
-2.484000E-03,-99.277699E-03,-2.036196E-03,+1.364965E-03,-3.396912E-03
-2.482000E-03,-99.591770E-03,-2.040122E-03,+1.278596E-03,-3.314514E-03
-2.480000E-03,-99.591770E-03,-2.000078E-03,+1.342981E-03,-3.338928E-03
-2.478000E-03,-99.591770E-03,-2.091159E-03,+1.317855E-03,-3.404846E-03
-2.476000E-03,-99.277699E-03,-2.045619E-03,+1.310788E-03,-3.351746E-03
-2.474000E-03,-99.591770E-03,-1.996153E-03,+1.292729E-03,-3.285217E-03
-2.472000E-03,-98.963629E-03,-2.110788E-03,+1.406580E-03,-3.512878E-03
-2.470000E-03,-98.963629E-03,-2.048759E-03,+1.350832E-03,-3.395080E-03
-2.468000E-03,-99.277699E-03,-2.008715E-03,+1.335914E-03,-3.340149E-03
-2.466000E-03,-98.963629E-03,-1.990656E-03,+1.260537E-03,-3.246765E-03
-2.464000E-03,-99.277699E-03,-2.033841E-03,+1.357899E-03,-3.387756E-03
-2.462000E-03,-98.649559E-03,-1.902717E-03,+1.341410E-03,-3.239441E-03
-2.460000E-03,-98.649559E-03,-2.023634E-03,+1.304507E-03,-3.324280E-03
-2.458000E-03,-99.277699E-03,-1.955323E-03,+1.303722E-03,-3.255310E-03
-2.456000E-03,-98.963629E-03,-2.116284E-03,+1.306862E-03,-3.418884E-03
-2.454000E-03,-99.591770E-03,-2.080166E-03,+1.361825E-03,-3.437805E-03
-2.452000E-03,-99.591770E-03,-2.046404E-03,+1.263678E-03,-3.305969E-03
-2.450000E-03,-98.963629E-03,-2.055826E-03,+1.252685E-03,-3.304138E-03
-2.448000E-03,-99.591770E-03,-2.022848E-03,+1.257396E-03,-3.276672E-03
-2.446000E-03,-98.335488E-03,-2.131203E-03,+1.353973E-03,-3.481140E-03
-2.444000E-03,-98.649559E-03,-2.117070E-03,+1.298226E-03,-3.410950E-03
-2.442000E-03,-98.963629E-03,-2.043263E-03,+1.335129E-03,-3.374329E-03
-2.440000E-03,-98.649559E-03,-1.986730E-03,+1.335914E-03,-3.318176E-03
-2.438000E-03,-99.277699E-03,-1.955323E-03,+1.328847E-03,-3.280334E-03
-2.436000E-03,-98.021418E-03,-2.030700E-03,+1.306862E-03,-3.332825E-03
-2.434000E-03,-98.963629E-03,-2.026774E-03,+1.333558E-03,-3.356628E-03
-2.432000E-03,-98.963629E-03,-2.008715E-03,+1.314714E-03,-3.319397E-03
-2.430000E-03,-98.021418E-03,-1.990656E-03,+1.331988E-03,-3.318176E-03
-2.428000E-03,-98.335488E-03,-2.025989E-03,+1.232271E-03,-3.254089E-03
-2.426000E-03,-98.021418E-03,-2.082522E-03,+1.242478E-03,-3.320618E-03
-2.424000E-03,-98.649559E-03,-1.997723E-03,+1.339840E-03,-3.332825E-03
-2.422000E-03,-98.649559E-03,-1.971812E-03,+1.319425E-03,-3.286438E-03
-2.420000E-03,-98.963629E-03,-2.056611E-03,+1.309218E-03,-3.361511E-03
-2.418000E-03,-98.963629E-03,-1.989871E-03,+1.371247E-03,-3.356628E-03
-2.416000E-03,-98.335488E-03,-2.023634E-03,+1.316285E-03,-3.335266E-03
-2.414000E-03,-98.335488E-03,-2.139055E-03,+1.342981E-03,-3.478088E-03
-2.412000E-03,-98.649559E-03,-2.105292E-03,+1.336699E-03,-3.437805E-03
-2.410000E-03,-98.021418E-03,-2.066818E-03,+1.258967E-03,-3.321228E-03
-2.408000E-03,-98.649559E-03,-2.037767E-03,+1.270744E-03,-3.304138E-03
-2.406000E-03,-98.335488E-03,-2.107647E-03,+1.221278E-03,-3.324890E-03
-2.404000E-03,-98.963629E-03,-2.125707E-03,+1.277026E-03,-3.398132E-03
-2.402000E-03,-98.649559E-03,-2.120995E-03,+1.330418E-03,-3.447571E-03
-2.400000E-03,-98.649559E-03,-2.026774E-03,+1.308433E-03,-3.331604E-03
-2.398000E-03,-98.649559E-03,-2.039337E-03,+1.308433E-03,-3.343201E-03
-2.396000E-03,-98.649559E-03,-1.941190E-03,+1.369677E-03,-3.306580E-03
-2.394000E-03,-98.963629E-03,-2.095870E-03,+1.303722E-03,-3.395691E-03
-2.392000E-03,-98.649559E-03,-2.194017E-03,+1.306862E-03,-3.496399E-03
-2.390000E-03,-98.649559E-03,-2.007145E-03,+1.322566E-03,-3.325500E-03
-2.388000E-03,-99.277699E-03,-2.115499E-03,+1.347692E-03,-3.459778E-03
-2.386000E-03,-98.649559E-03,-2.024419E-03,+1.298226E-03,-3.318176E-03
-2.384000E-03,-98.649559E-03,-2.062107E-03,+1.294300E-03,-3.351746E-03
-2.382000E-03,-98.963629E-03,-2.032271E-03,+1.368891E-03,-3.396301E-03
-2.380000E-03,-98.963629E-03,-2.015782E-03,+1.386950E-03,-3.398743E-03
-2.378000E-03,-98.649559E-03,-2.064463E-03,+1.377528E-03,-3.437805E-03
-2.376000E-03,-99.277699E-03,-1.989871E-03,+1.299011E-03,-3.284607E-03
-2.374000E-03,-98.021418E-03,-2.043263E-03,+1.275455E-03,-3.315124E-03
-2.372000E-03,-99.277699E-03,-2.074670E-03,+1.304507E-03,-3.374329E-03
-2.370000E-03,-99.905840E-03,-2.066033E-03,+1.290374E-03,-3.352356E-03
-2.368000E-03,-99.591770E-03,-2.060537E-03,+1.280952E-03,-3.337097E-03
-2.366000E-03,-99.591770E-03,-2.051115E-03,+1.344551E-03,-3.391418E-03
-2.364000E-03,-99.277699E-03,-1.962390E-03,+1.293514E-03,-3.252258E-03
-2.362000E-03,-99.277699E-03,-2.054256E-03,+1.296655E-03,-3.346863E-03
-2.360000E-03,-99.277699E-03,-2.014212E-03,+1.257396E-03,-3.267517E-03
-2.358000E-03,-99.591770E-03,-2.079381E-03,+1.237767E-03,-3.312683E-03
-2.356000E-03,-100.533981E-03,-2.042478E-03,+1.304507E-03,-3.343201E-03
-2.354000E-03,-99.591770E-03,-2.025989E-03,+1.415217E-03,-3.437195E-03
-2.352000E-03,-99.905840E-03,-1.996153E-03,+1.340625E-03,-3.332825E-03
-2.350000E-03,-100.533981E-03,-1.973382E-03,+1.255826E-03,-3.225403E-03
-2.348000E-03,-99.591770E-03,-2.029130E-03,+1.332773E-03,-3.357849E-03
-2.346000E-03,-99.591770E-03,-1.998508E-03,+1.278596E-03,-3.273010E-03
-2.344000E-03,-99.591770E-03,-1.971812E-03,+1.314714E-03,-3.282776E-03
-2.342000E-03,-100.219910E-03,-2.105292E-03,+1.323351E-03,-3.424988E-03
-2.340000E-03,-100.848051E-03,-2.106077E-03,+1.309218E-03,-3.410950E-03
-2.338000E-03,-100.533981E-03,-2.009500E-03,+1.287233E-03,-3.292541E-03
-2.336000E-03,-99.905840E-03,-2.084092E-03,+1.322566E-03,-3.402405E-03
-2.334000E-03,-99.905840E-03,-2.041693E-03,+1.365751E-03,-3.403015E-03
-2.332000E-03,-99.905840E-03,-1.981234E-03,+1.301366E-03,-3.279114E-03
-2.330000E-03,-100.848051E-03,-1.991441E-03,+1.284878E-03,-3.272400E-03
-2.328000E-03,-101.162121E-03,-2.050330E-03,+1.327277E-03,-3.373108E-03
-2.326000E-03,-101.162121E-03,-1.967886E-03,+1.327277E-03,-3.291321E-03
-2.324000E-03,-100.848051E-03,-2.063678E-03,+1.327277E-03,-3.387146E-03
-2.322000E-03,-100.533981E-03,-2.097440E-03,+1.292729E-03,-3.385925E-03
-2.320000E-03,-100.533981E-03,-2.091159E-03,+1.371247E-03,-3.457336E-03
-2.318000E-03,-101.476192E-03,-2.032271E-03,+1.271530E-03,-3.299866E-03
-2.316000E-03,-101.476192E-03,-2.024419E-03,+1.363395E-03,-3.383484E-03
