x-axis,1,3,4,F1
second,Volt,Volt,Volt,Volt
-2.000000E-03,-98.649559E-03,-2.156878E-03,+1.357444E-03,-3.511047E-03
-1.998000E-03,-98.021418E-03,-2.122330E-03,+1.401413E-03,-3.520203E-03
-1.996000E-03,-98.021418E-03,-2.142745E-03,+1.401413E-03,-3.540344E-03
-1.994000E-03,-98.649559E-03,-2.114479E-03,+1.440672E-03,-3.551330E-03
-1.992000E-03,-98.649559E-03,-2.155308E-03,+1.410835E-03,-3.562317E-03
-1.990000E-03,-98.021418E-03,-2.141175E-03,+1.393562E-03,-3.531189E-03
-1.988000E-03,-98.335488E-03,-2.122330E-03,+1.448524E-03,-3.568420E-03
-1.986000E-03,-98.335488E-03,-2.125471E-03,+1.420258E-03,-3.542786E-03
-1.984000E-03,-98.021418E-03,-2.125471E-03,+1.450094E-03,-3.571472E-03
-1.982000E-03,-98.021418E-03,-2.169441E-03,+1.420258E-03,-3.585510E-03
-1.980000E-03,-98.649559E-03,-2.122330E-03,+1.410835E-03,-3.528747E-03
-1.978000E-03,-98.649559E-03,-2.145886E-03,+1.413976E-03,-3.556213E-03
-1.976000E-03,-98.021418E-03,-2.134893E-03,+1.435961E-03,-3.567810E-03
-1.974000E-03,-98.335488E-03,-2.120760E-03,+1.387280E-03,-3.504333E-03
-1.972000E-03,-98.649559E-03,-2.155308E-03,+1.437531E-03,-3.589172E-03
-1.970000E-03,-98.335488E-03,-2.130182E-03,+1.432820E-03,-3.560486E-03
-1.968000E-03,-98.335488E-03,-2.172582E-03,+1.398273E-03,-3.567200E-03
-1.966000E-03,-98.021418E-03,-2.200848E-03,+1.473650E-03,-3.670349E-03
-1.964000E-03,-98.335488E-03,-2.136464E-03,+1.431250E-03,-3.564758E-03
-1.962000E-03,-98.335488E-03,-2.171011E-03,+1.432820E-03,-3.599548E-03
-1.960000E-03,-99.277699E-03,-2.100345E-03,+1.428109E-03,-3.524475E-03
-1.958000E-03,-98.335488E-03,-2.131753E-03,+1.396702E-03,-3.526306E-03
-1.956000E-03,-98.335488E-03,-2.161589E-03,+1.410835E-03,-3.569031E-03
-1.954000E-03,-98.649559E-03,-2.171011E-03,+1.402984E-03,-3.570251E-03
-1.952000E-03,-98.335488E-03,-2.142745E-03,+1.407695E-03,-3.546448E-03
-1.950000E-03,-98.335488E-03,-2.161589E-03,+1.396702E-03,-3.553772E-03
-1.948000E-03,-98.021418E-03,-2.147456E-03,+1.352732E-03,-3.496399E-03
-1.946000E-03,-98.335488E-03,-2.139604E-03,+1.432820E-03,-3.567810E-03
-1.944000E-03,-97.707348E-03,-2.200848E-03,+1.424969E-03,-3.621521E-03
-1.942000E-03,-98.021418E-03,-2.149026E-03,+1.396702E-03,-3.540955E-03
-1.940000E-03,-98.649559E-03,-2.078361E-03,+1.424969E-03,-3.498840E-03
-1.938000E-03,-98.335488E-03,-2.164730E-03,+1.429680E-03,-3.589783E-03
-1.936000E-03,-98.649559E-03,-2.141175E-03,+1.434391E-03,-3.572082E-03
-1.934000E-03,-98.021418E-03,-2.108197E-03,+1.415547E-03,-3.520203E-03
-1.932000E-03,-98.335488E-03,-2.130182E-03,+1.435961E-03,-3.561706E-03
-1.930000E-03,-98.021418E-03,-2.153737E-03,+1.424969E-03,-3.574524E-03
-1.928000E-03,-98.335488E-03,-2.136464E-03,+1.395132E-03,-3.528137E-03
-1.926000E-03,-98.649559E-03,-2.164730E-03,+1.442242E-03,-3.604431E-03
-1.924000E-03,-98.021418E-03,-2.114479E-03,+1.434391E-03,-3.545837E-03
-1.922000E-03,-97.707348E-03,-2.156878E-03,+1.351162E-03,-3.504333E-03
-1.920000E-03,-98.021418E-03,-2.160019E-03,+1.424969E-03,-3.581238E-03
-1.918000E-03,-97.707348E-03,-2.105057E-03,+1.376288E-03,-3.477478E-03
-1.916000E-03,-98.335488E-03,-2.134893E-03,+1.410835E-03,-3.542175E-03
-1.914000E-03,-97.707348E-03,-2.141175E-03,+1.395132E-03,-3.532410E-03
-1.912000E-03,-97.393277E-03,-2.183574E-03,+1.417117E-03,-3.597717E-03
-1.910000E-03,-98.021418E-03,-2.177293E-03,+1.445383E-03,-3.618469E-03
-1.908000E-03,-97.707348E-03,-2.109768E-03,+1.443813E-03,-3.550720E-03
-1.906000E-03,-98.335488E-03,-2.172582E-03,+1.402984E-03,-3.571472E-03
-1.904000E-03,-98.021418E-03,-2.134893E-03,+1.424969E-03,-3.556824E-03
-1.902000E-03,-98.021418E-03,-2.111338E-03,+1.453235E-03,-3.561096E-03
-1.900000E-03,-98.021418E-03,-2.172582E-03,+1.435961E-03,-3.605041E-03
-1.898000E-03,-98.335488E-03,-2.133323E-03,+1.412406E-03,-3.541565E-03
-1.896000E-03,-98.335488E-03,-2.177293E-03,+1.402984E-03,-3.576965E-03
-1.894000E-03,-98.649559E-03,-2.149026E-03,+1.407695E-03,-3.553162E-03
-1.892000E-03,-97.079207E-03,-2.133323E-03,+1.393562E-03,-3.522644E-03
-1.890000E-03,-98.021418E-03,-2.108197E-03,+1.396702E-03,-3.500671E-03
-1.888000E-03,-97.393277E-03,-2.178863E-03,+1.413976E-03,-3.590393E-03
-1.886000E-03,-98.021418E-03,-2.182004E-03,+1.407695E-03,-3.585510E-03
-1.884000E-03,-97.707348E-03,-2.108197E-03,+1.371577E-03,-3.475647E-03
-1.882000E-03,-98.021418E-03,-2.112908E-03,+1.413976E-03,-3.522034E-03
-1.880000E-03,-97.393277E-03,-2.199278E-03,+1.382569E-03,-3.578186E-03
-1.878000E-03,-97.393277E-03,-2.144315E-03,+1.487783E-03,-3.627014E-03
